,0,1,2,3,4,5,6,7
0,64,100000,0.99,0.0005,0.001,20,0.9,True
1,64,100000,0.99,0.0005,0.001,20,0.9,False
2,64,100000,0.99,0.0005,0.001,20,0.99,True
3,64,100000,0.99,0.0005,0.001,20,0.99,False
4,64,100000,0.99,0.0005,0.001,20,0.999,True
5,64,100000,0.99,0.0005,0.001,20,0.999,False
